"age","race","sex","native-country"
36,"White","Female","United-States"
19,"White","Female","United-States"
26,"White","Female","United-States"
38,"Black","Male","United-States"
41,"White","Male","United-States"
22,"White","Female","United-States"
38,"Black","Female","United-States"
39,"White","Male","United-States"
35,"White","Male","United-States"
38,"Black","Female","United-States"
19,"Black","Female","United-States"
26,"White","Male","United-States"
52,"White","Male","United-States"
41,"Other","Male","Nicaragua"
45,"White","Female","United-States"
58,"White","Male","United-States"
34,"White","Male","United-States"
36,"White","Male","United-States"
19,"White","Male","United-States"
26,"White","Female","United-States"
60,"White","Male","United-States"
35,"White","Male","United-States"
39,"White","Female","United-States"
27,"White","Female","Japan"
26,"White","Male","United-States"
17,"White","Male","United-States"
59,"White","Male","England"
53,"Amer-Indian-Eskimo","Male","United-States"
35,"White","Male","United-States"
34,"White","Male","United-States"
36,"White","Male","United-States"
36,"White","Male","United-States"
21,"White","Male","United-States"
29,"White","Female","United-States"
35,"White","Male","United-States"
59,"White","Male","United-States"
22,"White","Male","United-States"
50,"White","Male","United-States"
24,"Other","Female","United-States"
36,"White","Female","United-States"
31,"White","Female","United-States"
42,"White","Male","El-Salvador"
38,"White","Female","United-States"
52,"White","Male","United-States"
46,"White","Male","United-States"
23,"White","Male","United-States"
54,"White","Male","United-States"
27,"Black","Female","United-States"
42,"White","Female","United-States"
33,"White","Male","United-States"
19,"White","Female","United-States"
59,"White","Female","United-States"
54,"White","Female","United-States"
48,"White","Male","United-States"
45,"White","Female","United-States"
36,"White","Male","United-States"
35,"White","Male","United-States"
47,"White","Female","United-States"
33,"White","Male","United-States"
48,"White","Male","United-States"
42,"Black","Female","United-States"
19,"White","Male","United-States"
64,"White","Male","United-States"
51,"White","Male","United-States"
20,"White","Male","United-States"
28,"White","Male","Puerto-Rico"
52,"White","Male","Greece"
29,"White","Male","United-States"
51,"White","Male","United-States"
36,"White","Male","United-States"
43,"White","Male","United-States"
52,"White","Male","United-States"
50,"White","Male","United-States"
25,"White","Male","United-States"
36,"Black","Female","Jamaica"
44,"White","Female","United-States"
47,"Black","Male","United-States"
32,"White","Male","United-States"
37,"Asian-Pac-Islander","Male","South"
40,"White","Male","United-States"
34,"White","Male","United-States"
35,"White","Male","United-States"
26,"White","Male","El-Salvador"
49,"White","Male","United-States"
46,"White","Male","United-States"
31,"Black","Male","United-States"
22,"White","Male","United-States"
20,"White","Female","United-States"
52,"White","Male","United-States"
26,"Black","Female","United-States"
34,"White","Male","United-States"
31,"White","Male","United-States"
46,"White","Female","United-States"
22,"White","Male","Mexico"
38,"White","Male","United-States"
35,"White","Male","Ecuador"
27,"White","Male","United-States"
27,"White","Male","United-States"
46,"White","Female","Cuba"
19,"White","Male","Thailand"
20,"White","Male","United-States"
34,"White","Male","United-States"
49,"White","Male","United-States"
27,"Other","Male","United-States"
59,"White","Female","Cuba"
45,"White","Male","United-States"
21,"White","Female","United-States"
51,"White","Female","United-States"
41,"White","Male","United-States"
49,"White","Male","United-States"
51,"Black","Male","United-States"
20,"White","Female","United-States"
69,"White","Male","United-States"
43,"White","Male","United-States"
50,"Black","Female","United-States"
32,"White","Male","United-States"
27,"White","Male","United-States"
38,"White","Male","United-States"
62,"White","Male","United-States"
46,"White","Male","United-States"
21,"White","Female","United-States"
36,"White","Female","United-States"
36,"White","Male","United-States"
23,"Asian-Pac-Islander","Male","Philippines"
58,"White","Male","United-States"
40,"White","Male","United-States"
64,"White","Female","United-States"
66,"White","Male","United-States"
42,"White","Male","United-States"
55,"White","Female","United-States"
53,"White","Male","United-States"
25,"White","Male","United-States"
39,"Black","Female","United-States"
20,"White","Male","United-States"
32,"White","Male","United-States"
28,"White","Male","United-States"
23,"White","Female","Poland"
18,"White","Male","United-States"
43,"White","Male","United-States"
29,"White","Male","United-States"
32,"White","Male","Dominican-Republic"
31,"White","Male","United-States"
60,"White","Male","Mexico"
42,"White","Male","United-States"
46,"White","Male","United-States"
38,"White","Male","United-States"
18,"White","Female","United-States"
31,"White","Female","United-States"
54,"White","Male","United-States"
46,"White","Male","United-States"
27,"White","Male","United-States"
50,"White","Male","United-States"
38,"White","Male","United-States"
36,"White","Female","United-States"
25,"White","Male","Mexico"
19,"White","Male","United-States"
60,"Asian-Pac-Islander","Male","Philippines"
45,"White","Male","United-States"
21,"White","Male","United-States"
42,"White","Male","United-States"
38,"White","Male","United-States"
19,"Black","Male","United-States"
23,"White","Male","United-States"
24,"White","Female","United-States"
30,"White","Male","United-States"
62,"White","Male","United-States"
26,"White","Male","United-States"
42,"White","Male","United-States"
33,"White","Male","United-States"
35,"White","Female","United-States"
33,"White","Male","United-States"
45,"White","Female","United-States"
62,"White","Female","United-States"
24,"White","Male","United-States"
50,"Black","Female","United-States"
54,"White","Male","United-States"
58,"White","Male","United-States"
39,"White","Male","United-States"
32,"White","Male","United-States"
27,"White","Male","United-States"
27,"White","Male","United-States"
20,"White","Male","United-States"
64,"White","Male","United-States"
55,"White","Female","United-States"
46,"White","Female","United-States"
45,"White","Male","United-States"
26,"White","Male","United-States"
36,"White","Male","United-States"
25,"White","Female","United-States"
58,"White","Male","United-States"
39,"White","Male","United-States"
47,"Asian-Pac-Islander","Female","Thailand"
35,"White","Male","United-States"
38,"White","Male","United-States"
50,"White","Male","United-States"
36,"White","Female","United-States"
28,"White","Male","Mexico"
44,"White","Female","United-States"
40,"White","Female","United-States"
55,"White","Male","United-States"
29,"White","Male","United-States"
33,"White","Male","United-States"
32,"White","Male","United-States"
45,"Black","Male","United-States"
23,"White","Male","United-States"
31,"Black","Male","United-States"
22,"Asian-Pac-Islander","Female","Philippines"
59,"Black","Male","United-States"
32,"White","Male","United-States"
49,"White","Female","United-States"
22,"White","Male","United-States"
26,"White","Male","United-States"
23,"Asian-Pac-Islander","Male","Vietnam"
55,"White","Female","United-States"
47,"White","Male","United-States"
44,"White","Male","United-States"
27,"White","Male","United-States"
40,"White","Female","United-States"
32,"White","Female","United-States"
20,"Asian-Pac-Islander","Male","Vietnam"
84,"White","Female","United-States"
40,"White","Male","United-States"
37,"White","Female","United-States"
44,"White","Male","United-States"
47,"White","Female","Germany"
62,"White","Male","United-States"
47,"White","Male","United-States"
44,"Black","Male","United-States"
26,"White","Male","United-States"
36,"White","Male","United-States"
52,"White","Male","United-States"
33,"White","Female","United-States"
33,"Black","Male","United-States"
25,"White","Male","United-States"
62,"White","Male","United-States"
38,"White","Male","United-States"
46,"White","Male","United-States"
46,"White","Male","United-States"
38,"White","Female","United-States"
52,"White","Male","United-States"
63,"White","Male","United-States"
49,"White","Male","United-States"
17,"White","Female","United-States"
33,"White","Female","United-States"
70,"White","Female","United-States"
19,"White","Female","United-States"
61,"White","Male","United-States"
33,"White","Male","United-States"
29,"White","Female","Guatemala"
40,"White","Male","United-States"
43,"White","Male","United-States"
24,"White","Male","United-States"
29,"White","Male","United-States"
61,"Black","Female","United-States"
48,"White","Female","United-States"
19,"White","Male","United-States"
30,"White","Female","United-States"
24,"White","Male","United-States"
39,"White","Female","United-States"
46,"White","Female","United-States"
40,"White","Male","United-States"
27,"White","Female","United-States"
25,"White","Female","United-States"
31,"White","Male","United-States"
58,"White","Male","United-States"
33,"White","Female","Canada"
40,"White","Female","United-States"
40,"White","Male","United-States"
